store_num,product_id,upc,regular_price,sale_price,multi_buy,multi_price,promo_text,sale_start,sale_end,unit_price,unit_size
22865,,,,2.0,,,24 oz. btl.,"October 5, 2025","October 11, 2025",,
22865,,,,2.0,,,"6.6 oz. pkg. 6 Varieties
Chewy","October 5, 2025","October 11, 2025",,
22865,,,,2.0,,,6.2-8.94 oz. pkg. 12 Pack,"October 5, 2025","October 11, 2025",,
22865,,,,2.0,,,6.8 - 8.4 oz.,"October 5, 2025","October 11, 2025",,
22865,,,,4.99,,,"30 oz. jar
Squeeze 20 oz.","October 5, 2025","October 11, 2025",,
22865,,,,6.99,,,100.5-105 oz.,"October 5, 2025","October 11, 2025",,
22865,,,,6.99,,,42 Count,"October 5, 2025","October 11, 2025",,
22865,,,,6.99,,,75 oz.,"October 5, 2025","October 11, 2025",,
22865,,,,7.99,,,3 LB. PKG.,"October 5, 2025","October 11, 2025",,
22865,,,,7.99,,,50 oz,"October 5, 2025","October 11, 2025",,
22865,,,,6.99,,,32 count,"October 5, 2025","October 11, 2025",,
22865,,,,4.99,,,36 oz.,"October 5, 2025","October 11, 2025",,
22865,,,,3.99,,,16-19 Count,"October 5, 2025","October 11, 2025",,
22865,,,,4.99,,,21 oz. pkg. ,"October 5, 2025","October 11, 2025",,
22865,,,,4.99,,,16 oz. btl. 2 Varieties,"October 5, 2025","October 11, 2025",,
22865,,,,1.99,,,24 oz. pkg,"October 5, 2025","October 11, 2025",,
22865,,,,19.99,,,117-151 oz.,"October 5, 2025","October 11, 2025",,
22865,,,,5.49,,,120 count,"October 5, 2025","October 11, 2025",,
22865,,,,2.0,,,56-67.5 oz. btl.,"October 5, 2025","October 11, 2025",,
22865,,,,2.0,,,8.3 oz. can,"October 5, 2025","October 11, 2025",,
22865,,,,7.49,,,3 Pack 4 Varieties,"October 5, 2025","October 11, 2025",,
22865,,,,12.99,,,12 Pack,"October 5, 2025","October 11, 2025",,
22865,,,,17.99,,,40 lb.,"October 5, 2025","October 11, 2025",,
22865,,,,5.99,,,41 oz.,"October 5, 2025","October 11, 2025",,
22865,,,,2.0,,,32 oz. pkg.,"October 5, 2025","October 11, 2025",,
22865,,,,8.49,,,9.5-10 oz.,"October 5, 2025","October 11, 2025",,
22865,,,,8.49,,,4 oz.,"October 5, 2025","October 11, 2025",,
22865,,,,17.99,,,11 lb. bag,"October 5, 2025","October 11, 2025",,
22865,,,,28.99,,,15 lb. bag,"October 5, 2025","October 11, 2025",,
22865,,,,5.49,,,3-3.15 lb. bag,"October 5, 2025","October 11, 2025",,
22865,,,,14.99,,,24 Pack,"October 5, 2025","October 11, 2025",,
22865,,,,2.0,,,250 Count,"October 5, 2025","October 11, 2025",,
22865,,,,5.99,,,6 pack,"October 5, 2025","October 11, 2025",,
22865,,,,15.99,,,20 Pack 1000 Count,"October 5, 2025","October 11, 2025",,
22865,,,,2.0,,,,"October 5, 2025","October 11, 2025",,
22865,,,,2.0,,,,"October 5, 2025","October 11, 2025",,
22865,,,,18.49,,,3.53 oz. pkg.,"October 5, 2025","October 11, 2025",,
22865,,,,10.99,,,72 Count,"October 5, 2025","October 11, 2025",,
22865,,,,17.49,,,0.38 oz.,"October 5, 2025","October 11, 2025",,
22865,,,,13.99,,,10-19 count,"October 5, 2025","October 11, 2025",,
22865,,,,4.99,,,"33.8 oz. btl.
Clean Mint","October 5, 2025","October 11, 2025",,
22865,,,,6.99,,,2.6 oz.,"October 5, 2025","October 11, 2025",,
22865,,,,1.99,,,100 Count,"October 5, 2025","October 11, 2025",,
22865,,,,4.99,,,14-20 count,"October 5, 2025","October 11, 2025",,
22865,,,,4.99,,,11 oz. 11 pack,"October 5, 2025","October 11, 2025",,
22865,,,,2.49,,,6 oz.,"October 5, 2025","October 11, 2025",,
22865,,,,9.99,,,"8 Inch 28 oz. 
10 Varieties","October 5, 2025","October 11, 2025",,
22865,,,,4.49,,,9 oz.,"October 5, 2025","October 11, 2025",,
22865,,,,3.59,,,12 oz. 4 pack,"October 5, 2025","October 11, 2025",,
22865,,,,6.99,,,24 oz. 3 Varieties,"October 5, 2025","October 11, 2025",,
22865,,,,4.49,,,8.5 oz. 3 Pack,"October 5, 2025","October 11, 2025",,
22865,,,,3.99,,,8 oz. 6 Varieties,"October 5, 2025","October 11, 2025",,
22865,,,,3.69,,,"20 oz. loaf 
Also Whole Wheat Pane","October 5, 2025","October 11, 2025",,
22865,,,,3.99,,,20 oz. Non-GMO,"October 5, 2025","October 11, 2025",,
22865,,,,2.0,,,8 oz. Grab &amp; Go,"October 5, 2025","October 11, 2025",,
22865,,,,6.99,,,"With Mashed Potatoes & Veggies
Grab & Go","October 5, 2025","October 11, 2025",,
22865,,,,4.99,,,Sub of the Week,"October 5, 2025","October 11, 2025",,
22865,,,,3.99,,,,"October 5, 2025","October 11, 2025",,
22865,,,,4.99,,,,"October 5, 2025","October 11, 2025",,
22865,,,,7.59,,,,"October 5, 2025","October 11, 2025",,
22865,,,,1.99,,,"Buttered, Simply
6 oz. $1.99 ea.
14 oz. $4.99 ea.","October 5, 2025","October 11, 2025",,
22865,,,,5.99,,,"Lasagna, Stuffed Shells or Manicotti","October 5, 2025","October 11, 2025",,
22865,,,,1.99,,,,"October 5, 2025","October 11, 2025",,
22865,,,,2.99,,,7 oz. pkg. 5 Flavors,"October 5, 2025","October 11, 2025",,
22865,,,,3.99,,,"Golden Crispy, Spicy Crispy
Hot &amp; Ready","October 5, 2025","October 11, 2025",,
