status,brand,week_code,offer_txt,offer_png,item_name,sale_price,unit,is_multibuy,multibuy_qty,multibuy_total,raw_token,reason
no_candidates,shaws,week51,offer_0001.txt,offer_0001.png,,,,,,,,
no_candidates,shaws,week51,offer_0002.txt,offer_0002.png,,,,,,,,
no_candidates,shaws,week51,offer_0003.txt,offer_0003.png,,,,,,,,
no_candidates,shaws,week51,offer_0004.txt,offer_0004.png,,,,,,,,
no_candidates,shaws,week51,offer_0005.txt,offer_0005.png,,,,,,,,
