chain_name,store_id,store_city,store_state,flyer_week_start,flyer_week_end,product_name,variant,size,deal_raw,qty,sale_price,unit_price,reg_price,savings_raw,category,source_type,source_url,notes
pricechopper,1005,,,2025-10-12,2025-10-18,Bag,Ben Be,,,,,,,,,manual-ocr,,
pricechopper,1005,,,2025-10-12,2025-10-18,"ag a""",Bg ela) Bes,,,,,,,,,manual-ocr,,
pricechopper,1005,,,2025-10-12,2025-10-18,tl as,A os,,,,,,,,,manual-ocr,,
pricechopper,1005,,,2025-10-12,2025-10-18,ce Sg.,"HEALTH 8. BEAUTIY,CARE SI ,",,,,,,,,,manual-ocr,,
pricechopper,1005,,,2025-10-12,2025-10-18,74 FREE],“HEAL DEAL ea,,,,,,,,,manual-ocr,,
pricechopper,1005,,,2025-10-12,2025-10-18,” \ Be x,,,,,,,,,,manual-ocr,,
pricechopper,1005,,,2025-10-12,2025-10-18,ee faye,,,,,,,,,,manual-ocr,,
pricechopper,1005,,,2025-10-12,2025-10-18,ae 444,,,,,,,,,,manual-ocr,,
