chain_name,store_id,store_city,store_state,flyer_week_start,flyer_week_end,product_name,variant,size,deal_raw,qty,sale_price,unit_price,reg_price,savings_raw,category,source_type,source_url,notes
shaws,1005,,,2025-10-10,2025-10-16,UURIBRA NDS,RIBRANDS iam,,,,,,,,,manual-ocr,,
