chain_name,store_id,store_city,store_state,flyer_week_start,flyer_week_end,product_name,variant,size,deal_raw,qty,sale_price,unit_price,reg_price,savings_raw,category,source_type,source_url,notes
hannaford,1005,,,2025-10-19,2025-10-25,By is a2 ican Ss 8 eS,2% § 2850 75: 2 ens Pay,,,,,,,,,manual-ocr,,
